,U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lon,IAQI_SO2,IAQI_NO2,IAQI_PM10,IAQI_CO,IAQI_O3,IAQI_PM25,IAQI,province,adcode
0,0.511875,4.883125,301.295625,79.136875,98581.94124999999,"110.73,20.0",1.2000000000000002,6.275,8.833125,6.328125,23.057812500000004,8.526785714285715,23.057812500000004,海南省,469005
1,1.6196153846153836,3.307948717948718,300.14064102564106,85.9839743589744,98255.60820512821,"114.51,25.4",9.532179487179485,19.46810897435898,38.858205128205114,20.689102564102566,26.96051282051282,37.21527014652014,40.30375457875458,广东省,440282
2,3.8671005917159746,0.5184023668639053,293.8370414201184,69.56923076923074,81406.05071005916,"99.01,29.16",3.7887573964497046,4.805695266272186,22.476065088757395,9.631656804733728,29.142366863905334,26.619737954353358,33.44554522400678,云南省,533422
3,-0.10318181818181826,3.389909090909091,299.7309090909088,81.99054545454547,96060.97427272731,"111.11,26.3",7.484363636363635,10.288750000000002,41.4813181818182,16.206818181818182,32.83168181818182,46.54902597402598,48.7034935064935,广西壮族自治区,450324
4,0.07333333333333346,1.04,295.73533333333336,89.57333333333335,92797.506,"121.57,25.29",10.52,22.1825,45.52166666666666,5.366666666666666,41.226,59.660833333333336,59.976357142857154,台湾省,710000
5,-2.5088679245283014,1.0749056603773584,296.88660377358485,73.2543396226415,95460.45528301892,"118.67,28.26",12.113018867924529,12.942216981132075,58.174339622641504,14.745283018867925,38.71808176100629,67.31566711590297,67.51047843665768,福建省,350722
6,-1.1096103896103895,0.5025974025974027,294.1946753246754,81.08519480519482,88779.64363636365,"107.72,29.14",12.30467532467532,17.707467532467533,68.1003896103896,13.574675324675324,31.55603896103897,86.89285714285714,86.89285714285714,贵州省,520325
7,-0.7595833333333332,0.060000000000000005,298.8710416666666,63.09052083333331,96355.19489583337,"113.55,29.82",12.831354166666669,14.790494791666672,69.18260416666665,19.7265625,33.49994791666667,88.1774739583333,88.26010416666666,湖南省,430682
8,-1.7565277777777781,0.3780555555555556,298.62041666666664,68.40875,98031.69722222221,"116.87,29.96",11.583888888888888,13.153819444444444,64.35777777777778,12.635416666666666,36.23726851851852,80.66170634920637,80.88019841269843,江西省,360430
9,0.235863636363636,1.0788636363636361,287.5439545454546,60.44177272727275,74962.45463636365,"97.84,34.14",7.175409090909087,8.703068181818182,43.78602272727273,9.894318181818182,39.89665151515151,53.57051136363636,63.91107954545453,四川省,513332
10,1.7839543726235778,0.2733079847908755,274.8165779467681,60.177528517110254,57518.44758555129,"82.5,35.68",0.652756653992394,0.5192252851711017,6.836216730038014,3.0484790874524714,54.442519011406844,9.253476371537198,54.442519011406844,西藏自治区,542526
11,-0.8527659574468082,2.592765957446809,298.2365957446809,45.549361702127655,97120.00595744683,"119.91,31.13",16.796382978723404,43.156648936170214,88.88968085106384,22.090425531914892,39.7904609929078,103.60398936170215,103.6122340425532,浙江省,330522
12,-0.8348571428571427,0.48714285714285716,296.83457142857145,42.43599999999999,92209.72914285716,"108.62,32.11",11.947999999999999,14.357142857142861,61.394999999999996,13.028571428571428,38.38557142857143,73.33250000000001,73.35757142857143,重庆市,500229
13,0.248375,1.6852499999999992,298.41399999999993,39.481625,95740.20812499998,"111.1,33.11",13.453000000000003,21.57828125,80.525125,16.021875,38.560500000000005,96.90658482142862,97.14736607142862,湖北省,420304
14,1.668032786885246,3.480983606557378,300.96311475409834,42.31688524590165,99351.06278688522,"116.49,34.51",19.731147540983613,24.28647540983606,105.6088524590164,19.59426229508197,43.37355191256832,128.62435597189696,129.72689695550352,安徽省,341321
15,-0.039999999999999966,4.325454545454546,300.5272727272727,38.37386363636364,100504.80045454548,"119.06,34.94",34.720454545454544,56.66670454545454,126.01943181818181,27.335227272727273,69.24257575757575,134.1515827922078,136.95641233766233,江苏省,320707
16,2.1925581395348837,0.5569767441860463,296.7340697674417,26.51255813953488,88241.09651162794,"111.04,39.5",10.260988372093026,18.625290697674416,59.235406976744194,18.069767441860463,38.21963178294575,55.94080149501663,63.49995570321152,陕西省,610822
17,3.3351948051948046,3.593506493506494,301.50571428571425,24.414675324675322,97779.44220779224,"114.03,36.34",27.581233766233773,37.96022727272726,100.8731818181818,23.149350649350648,50.68142857142856,114.95756029684601,117.35583951762523,河南省,410522
18,-2.473333333333333,4.016666666666667,298.3233333333333,55.31333333333333,100760.76666666666,"121.31,31.78",23.330000000000002,59.38749999999999,105.88999999999999,19.75,76.01388888888889,115.10833333333333,115.10833333333333,上海市,310151
19,-2.2636092715231784,-0.5273841059602647,277.57089403973504,51.09701986754966,62732.68321192048,"93.04,39.11",1.0827152317880788,0.8474337748344374,14.766125827814573,2.948675496688742,49.0405298013245,20.178110217596963,49.422924944812365,青海省,632803
20,0.20724324324324356,0.3728648648648652,290.83718918918925,23.3532972972973,78521.08064864861,"97.07,42.64",4.150972972972971,4.372972972972973,29.79589189189188,7.141891891891892,45.61508108108109,33.55985521235523,50.201808880308896,甘肃省,620923
21,4.3673913043478265,1.705507246376811,298.1111594202897,17.443188405797105,88058.83550724636,"114.16,40.68",31.809782608695652,31.857934782608687,66.58050724637683,22.065217391304348,38.5240579710145,62.7754917184265,67.73507763975158,山西省,140222
22,3.6195384615384607,7.096615384615385,302.6986153846154,21.074461538461538,99293.87938461537,"120.91,37.74",41.77046153846155,46.36173076923078,109.18400000000003,29.426923076923078,85.07982517482519,100.37711538461538,112.04468298368302,山东省,370614
23,0.8991666666666666,0.7166666666666669,296.96583333333336,17.497916666666665,84386.22208333334,"106.66,39.35",12.35,21.736458333333335,38.87500000000001,9.59375,41.35875,36.91592261904763,50.56477678571429,宁夏回族自治区,640205
24,2.12595238095238,0.6574999999999998,301.65095238095245,16.77738095238095,93944.11238095239,"117.67,42.57",22.136726190476196,31.345089285714295,72.44422619047623,16.267857142857142,49.74442460317459,60.386245748299295,74.94180555555556,河北省,130828
25,1.5047950819672138,0.12189890710382549,291.63564207650273,24.43427595628418,81104.14381147528,"87.13,49.13",1.0371174863387975,1.4912056010928971,13.389521857923482,3.3084016393442623,45.3411156648452,17.581515905542553,45.61886790918554,新疆维吾尔自治区,654324
26,3.144894837476101,-1.5531548757170162,293.28665391969395,25.715583173996176,89372.26391969407,"121.47,53.3",2.676367112810706,4.1037762906309725,25.21198852772469,4.83508604206501,36.81870618228175,31.44467017208411,42.7320747974142,内蒙古自治区,150784
27,1.8399999999999999,1.9750000000000003,305.6283333333333,13.553333333333335,99855.76666666666,"117.64,40.13",27.798333333333332,52.675000000000004,84.06250000000001,23.166666666666668,64.8875,73.10208333333333,84.06250000000001,天津市,120119
28,-0.06910447761194036,0.5307462686567167,295.23850746268664,37.32925373134329,96840.45074626869,"123.76,43.39",19.119850746268654,32.04888059701492,58.67895522388061,18.078358208955223,54.43400497512439,52.01966950959486,62.59491115849325,辽宁省,211224
29,0.8057142857142857,-1.4985714285714287,303.0785714285715,16.029999999999998,95765.72714285714,"116.69,40.9",9.802857142857144,31.730357142857144,62.62999999999999,10.464285714285714,52.40357142857143,60.81428571428571,66.76214285714286,北京市,110116
30,4.959883720930232,-0.6105813953488374,292.2679069767441,32.23837209302326,95643.26093023254,"123.89,46.21",5.202325581395346,13.213953488372095,40.33343023255813,6.7063953488372094,31.95947674418604,46.20352990033223,47.9903073089701,吉林省,220821
31,6.2767464114832485,-0.23291866028708139,287.6838277511962,55.188133971291855,96331.55741626794,"123.87,53.44",2.0144019138755986,4.360526315789476,16.701937799043073,5.956937799043062,31.59045454545454,17.950640806561843,33.187616199589876,黑龙江省,232701
