,U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lon,IAQI_SO2,IAQI_NO2,IAQI_PM10,IAQI_CO,IAQI_O3,IAQI_PM25,IAQI,province,adcode
0,-1.6693749999999996,2.20625,295.536875,84.92375,99410.41,"110.73,20.0",1.81125,4.6640625,21.5790625,7.71875,23.580312500000005,24.08113839285714,29.102388392857144,海南省,469005
1,-2.8470512820512823,-2.070641025641026,287.0389743589745,91.21474358974362,99337.40999999999,"114.51,25.4",7.685256410256413,20.754807692307697,23.64358974358975,21.55128205128205,11.252628205128207,23.22820512820513,28.96444597069597,广东省,440282
2,6.832603550295859,1.7716568047337282,286.26396449704134,54.12727810650889,81717.03739644974,"99.01,29.16",5.976390532544376,8.957470414201177,35.87520710059174,13.402366863905325,36.21695266272191,37.56612426035503,45.229569597069606,云南省,533422
3,-2.4696363636363623,-1.5672727272727267,284.87790909090904,84.46327272727274,97127.5791818182,"111.11,26.3",9.404181818181819,10.968863636363634,28.56636363636363,18.99772727272727,19.81163636363636,28.40014610389611,30.619107142857143,广西壮族自治区,450324
4,0.9219999999999998,-2.1886666666666668,289.67266666666666,87.10533333333333,93529.42466666666,"121.57,25.29",5.064666666666666,20.703333333333333,24.796000000000003,5.933333333333334,32.748,25.76380952380952,35.01302380952381,台湾省,710000
5,-1.3569811320754714,-1.2932075471698115,282.7307547169811,93.35415094339622,96444.46226415092,"118.67,28.26",7.581698113207549,17.421462264150946,22.960754716981125,18.44811320754717,18.054339622641507,24.373315363881403,27.60656334231806,福建省,350722
6,-1.419090909090909,1.2090909090909088,281.1124675324675,70.73649350649352,89401.17207792205,"107.72,29.14",15.41298701298701,11.77646103896104,42.643766233766236,14.840909090909092,25.375844155844167,44.28958719851578,46.00626623376624,贵州省,520325
7,-1.901354166666667,-1.6633333333333333,278.58968749999997,76.18041666666672,97679.32885416671,"113.55,29.82",14.178750000000003,16.534505208333332,52.627239583333335,20.268229166666668,22.62765624999999,57.55011160714284,57.70158482142856,湖南省,430682
8,-0.7869444444444444,-2.2525,279.05000000000007,85.47458333333333,99414.6038888889,"116.87,29.96",10.242222222222223,14.994791666666664,29.68472222222223,17.1875,16.16354166666666,32.77991071428571,33.37743055555555,江西省,360430
9,4.273136363636362,0.1682272727272725,274.1003181818183,51.281500000000015,74956.92695454546,"97.84,34.14",6.832500000000003,9.669886363636364,31.001272727272713,10.9875,32.935590909090905,30.662508116883096,50.49912987012987,四川省,513332
10,6.562661596958176,0.7197528517110255,260.2776425855513,58.344600760456245,56922.79332699625,"82.5,35.68",0.2577186311787076,0.6256891634980993,3.468992395437259,3.6031368821292777,40.34189163498099,4.132455187398156,40.35061787072243,西藏自治区,542526
11,-2.0659574468085107,-1.6134042553191483,278.59872340425517,89.14127659574467,98332.58085106383,"119.91,31.13",7.489787234042553,30.476329787234043,30.28340425531916,14.877659574468085,21.15457446808511,35.86713525835865,40.055547112462,浙江省,330522
12,-2.237428571428572,1.0708571428571425,280.0311428571428,58.21314285714286,93048.24714285717,"108.62,32.11",15.473142857142856,16.38964285714286,57.26285714285715,15.528571428571428,26.50071428571428,66.32178571428572,67.01635714285715,重庆市,500229
13,-1.1776250000000004,0.26112499999999994,277.28987499999994,59.67637499999997,97050.20987500003,"111.1,33.11",16.318749999999994,17.611093749999995,62.71181249999999,20.4625,28.333437499999995,73.97854910714285,73.97958035714285,湖北省,420304
14,-2.4483606557377042,0.19426229508196713,276.76934426229496,75.72459016393441,101039.14885245901,"116.49,34.51",15.02655737704918,22.08729508196722,47.64270491803279,20.352459016393443,19.87106557377049,56.05603044496487,56.05603044496487,安徽省,341321
15,-1.9865909090909097,-0.08113636363636365,277.19386363636363,67.02909090909093,102343.9359090909,"119.06,34.94",12.949999999999996,24.392045454545453,49.92295454545454,18.47159090909091,29.23772727272728,52.15953733766234,54.557564935064924,江苏省,320707
16,1.1698837209302329,1.3040697674418604,275.2943023255813,51.282325581395355,88889.04290697676,"111.04,39.5",17.635872093023252,23.797383720930235,61.95261627906977,35.83720930232558,25.033837209302323,77.38677325581395,77.47578488372092,陕西省,610822
17,0.32844155844155853,3.37909090909091,277.57701298701295,39.71740259740259,99406.32870129868,"114.03,36.34",25.686948051948054,30.41055194805194,76.89246753246755,26.57792207792208,27.627467532467517,94.87483766233768,94.87483766233768,河南省,410522
18,-2.893333333333333,-2.723333333333333,278.53333333333336,75.26666666666667,102431.90666666666,"121.31,31.78",10.563333333333334,35.8125,37.725,15.583333333333334,28.046666666666667,41.18452380952381,51.31166666666667,上海市,310151
19,5.242251655629139,-0.015165562913907265,262.6443046357617,52.60294701986756,62024.44327814567,"93.04,39.11",0.8944701986754968,1.1972682119205305,5.01635761589404,3.7955298013245033,39.11584437086096,5.756557473982971,39.8646937086093,青海省,632803
20,3.3107027027027023,0.13275675675675688,270.71335135135126,48.85427027027028,78444.19805405404,"97.07,42.64",9.547459459459462,9.215878378378372,35.886378378378375,14.698648648648648,32.3071081081081,36.79812741312742,52.79757142857142,甘肃省,620923
21,4.405362318840578,2.100434782608696,273.644347826087,47.919275362318835,88704.4788405797,"114.16,40.68",43.6573801560758,30.40960144927536,67.80985507246378,47.94565217391305,25.342971014492747,77.70023291925466,78.75432712215324,山西省,140222
22,1.8923076923076922,5.881846153846153,276.95276923076926,40.55430769230768,101239.57276923077,"120.91,37.74",40.57692307692308,43.633461538461546,86.56392307692307,30.088461538461537,26.10938461538462,105.30931318681317,105.36957692307689,山东省,370614
23,3.162083333333334,0.5458333333333332,275.50500000000005,32.69458333333333,84687.76208333332,"106.66,39.35",30.138333333333335,28.730729166666666,70.4825,25.645833333333332,21.659791666666667,71.75684523809524,77.59343750000001,宁夏回族自治区,640205
24,3.4340476190476195,4.5963095238095235,275.24571428571437,37.89392857142856,95260.16452380954,"117.67,42.57",43.63904761904761,44.787648809523795,93.92916666666669,32.57738095238095,23.51589285714286,116.83240646258503,116.84264455782312,河北省,130828
25,2.131065573770491,0.04885245901639354,269.7189890710382,47.18825136612021,81468.03308743169,"87.13,49.13",3.1254166666666663,3.123668032786884,25.101064110070286,6.538592896174864,35.51814890710385,20.62394759953163,47.448471409055415,新疆维吾尔自治区,654324
26,5.776730401529641,0.5162332695984703,268.13778202676866,49.18810707456978,89834.5210516252,"121.47,53.3",10.141940726577452,8.185181644359469,23.539187380497154,9.396749521988527,28.6178393881453,24.77589456432669,40.22078871892925,内蒙古自治区,150784
27,2.8799999999999994,6.675,278.93333333333334,24.763333333333335,101914.55333333334,"117.64,40.13",51.915,63.814583333333324,114.42166666666667,38.083333333333336,18.132500000000004,148.85119047619045,148.85119047619045,天津市,120119
28,3.002537313432836,8.845522388059704,272.275671641791,57.92462686567168,98392.4713432836,"123.76,43.39",38.0631343283582,29.869589552238796,68.38149253731345,36.0,26.23044776119403,78.73584754797443,79.49373134328359,辽宁省,211224
29,1.1428571428571428,3.5614285714285714,275.62857142857143,34.75,97283.96714285715,"116.69,40.9",51.375,75.23035714285713,115.86642857142859,43.285714285714285,17.666428571428572,195.79862244897961,195.79862244897961,北京市,110116
30,2.3073255813953497,7.699883720930229,268.33930232558146,59.7746511627907,96929.53906976742,"123.89,46.21",21.01261627906977,21.456976744186044,50.990174418604646,22.23546511627907,33.2911046511628,58.5049626245847,60.39538621262457,吉林省,220821
31,1.1343062200956944,6.33995215311005,264.222009569378,77.35497607655505,97796.58033492822,"123.87,53.44",18.65382775119619,19.520933014354057,45.939569377990466,16.820574162679424,30.482392344497615,53.720240943267235,56.65845693779901,黑龙江省,232701
